Biomarker	Function	Somatic_or_Germline_alteration	Alteration	Biomarker_basket
CTLA4	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
BRAF	Gain-of-function	Somatic	Fusion	RME
CD274	Gain-of-function	Somatic	Overexpression	IE
CD274	Gain-of-function	Somatic	Gain	IE
LRRC16A	Gain-of-function	Somatic	Fusion	NA
MCL1	Gain-of-function	Somatic	Gain	CC
MCL1	Gain-of-function	Somatic	Overexpression	CC
HGF	Gain-of-function	Somatic	Overexpression	TK
HGF	Gain-of-function	Somatic	Gain	TK
NA	NA	NA	NA	NA
GNAQ	Gain-of-function	Somatic	SNV/indel	RME
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CDK12	Loss-of-function	Somatic	SNV/indel	DDR
FANCC	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
NF1	Loss-of-function	Germline	SNV/indel	RME
ATM	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Deletion	DDR
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Somatic	Deletion	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
FGF4	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
PALB2	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
NA	NA	NA	NA	NA
NF1	Loss-of-function	Germline	NA	RME
NA	NA	NA	NA	NA
HRD	Composite biomarker	NA	Positive	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
FGFR3	Gain-of-function	Somatic	Overexpression	TK
MYC	Gain-of-function	Somatic	Overexpression	CC
MYC	Gain-of-function	Somatic	Gain	CC
TSC2	Loss-of-function	Somatic	SNV/indel	PAM
TMB	Composite biomarker	Somatic	Positive	IE
AKT1	Gain-of-function	Somatic	SNV/indel	PAM
AKT3	Gain-of-function	Somatic	SNV/indel	PAM
PIK3C2G	Gain-of-function	Somatic	SNV/indel	OTH
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
PDCD1	Gain-of-function	Somatic	Overexpression	IE
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
SBS8	Composite biomarker	NA	Mutational signature	DDR
NA	NA	NA	NA	NA
NBN	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
RICTOR	Gain-of-function	Somatic	Overexpression	PAM
RICTOR	Gain-of-function	Somatic	Gain	PAM
NBN	Loss-of-function	Germline	NA	DDR
NBN	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
RET	Gain-of-function	Somatic	Overexpression	TK
MTOR	Gain-of-function	Somatic	Overexpression	PAM
RICTOR	Gain-of-function	Somatic	Overexpression	PAM
RICTOR	Gain-of-function	Somatic	Gain	PAM
RPTOR	Gain-of-function	Somatic	Overexpression	PAM
GRM1	Gain-of-function	Somatic	Overexpression	OTH
GRM1	Gain-of-function	Somatic	Fusion	OTH
TMEM170B	Gain-of-function	Somatic	Overexpression	NA
TMEM170B	Gain-of-function	Somatic	Fusion	NA
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
FGF1	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
FGF4	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
TSC2	Loss-of-function	Somatic	SNV/indel	PAM
VHL	Loss-of-function	Germline	SNV/indel	PAM
FGF1	Gain-of-function	Somatic	SNV/indel	TK
NTRK2	Gain-of-function	Somatic	SNV/indel	TK
RET	Gain-of-function	Somatic	Overexpression	TK
CDKN2A	Loss-of-function	Somatic	Deletion	CC
MEN1	Loss-of-function	Somatic	SNV/indel	OTH
MEN1	Loss-of-function	Germline	SNV/indel	OTH
PLK2	Gain-of-function	Somatic	Overexpression	CC
PLK3	Gain-of-function	Somatic	Overexpression	CC
RAD51	Loss-of-function	Somatic	Underexpression	DDR
TMB	Composite biomarker	Somatic	Positive	IE
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
FANCF	Loss-of-function	Somatic	Underexpression	DDR
FANCG	Loss-of-function	Somatic	Underexpression	DDR
RAD50	Loss-of-function	Somatic	Fusion	DDR
RICTOR	Gain-of-function	Somatic	Fusion	PAM
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
CDKN2A	Loss-of-function	Somatic	Deletion	CC
RAD50	Loss-of-function	Somatic	Fusion	DDR
RICTOR	Gain-of-function	Somatic	Fusion	PAM
SLC12A	Gain-of-function	Somatic	Fusion	NA
ALK	Gain-of-function	Somatic	Overexpression	TK
HGF	Gain-of-function	Somatic	Overexpression	TK
ROS1	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Gain	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	NA	Positive	IE
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGF4	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
CCND1	Gain-of-function	Somatic	Overexpression	CC
CCND1	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
NA	NA	NA	NA	NA
ERBB2	Gain-of-function	Somatic	Gain	TK
HGF	Gain-of-function	Somatic	Gain	TK
MET	Gain-of-function	Somatic	Overexpression	TK
PAX3	Gain-of-function	Somatic	SNV/indel	DEV
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
CHEK2	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PRKDC	Loss-of-function	Somatic	SNV/indel	NA
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
ABCB1	Gain-of-function	Somatic	Overexpression	OTH
ABCB1	Gain-of-function	Somatic	Gain	OTH
CTNNB1	Gain-of-function	Somatic	SNV/indel	DEV
CCND2	Gain-of-function	Somatic	Overexpression	CC
CCND2	Gain-of-function	Somatic	Gain	CC
CCND3	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
CHEK2	Loss-of-function	Germline	NA	DDR
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
MERTK	Gain-of-function	Somatic	Overexpression	TK
FANCF	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
TP53	Loss-of-function	Somatic	Underexpression	CC
KDR	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	SNV/indel	TK
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
FLT1	Gain-of-function	Somatic	SNV/indel	TK
FLT1	Gain-of-function	Somatic	Gain	TK
FLT3	Gain-of-function	Somatic	Gain	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
MSI	Composite biomarker	NA	MSI	NA
TMB	Composite biomarker	NA	Positive	IE
NA	NA	Germline	NA	NA
NA	NA	NA	NA	NA
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
NF1	Loss-of-function	Somatic	SNV/indel	RME
PTEN	Loss-of-function	Somatic	Deletion	PAM
RPTOR	Gain-of-function	Somatic	SNV/indel	PAM
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
MDM2	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
ERBB2	Gain-of-function	Somatic	SNV/indel	TK
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
GNAS	Gain-of-function	Somatic	SNV/indel	RME
GNAS	Gain-of-function	Somatic	SNV/indel	RME
FANCA	Loss-of-function	Germline	SNV/indel	DDR
FANCB	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	NA	Positive	DDR
PARP1	Gain-of-function	Somatic	Gain	DDR
RAD50	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
USP11	Loss-of-function	Somatic	Deletion	CC
CCND1	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
FANCA	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
FGFR3	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	SNV/indel	TK
FANCA	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
RPA1	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FANCA	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
RPA1	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
CDK1	Gain-of-function	Somatic	Gain	CC
CDK1	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDKN2A	Loss-of-function	Somatic	SNV/indel	CC
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
RIT1	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TLK2	Gain-of-function	Somatic	Gain	NA
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
NA	NA	NA	NA	NA
FGF2	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Overexpression	TK
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SLFN11	Gain-of-function	Somatic	Overexpression	DDR
GLI2	Gain-of-function	Somatic	Overexpression	DEV
GLI3	Gain-of-function	Somatic	Overexpression	DEV
ABCB1	Gain-of-function	Somatic	Overexpression	OTH
GRM1	Gain-of-function	Somatic	Overexpression	OTH
NTRK2	Gain-of-function	Somatic	Overexpression	TK
ROS1	Gain-of-function	Somatic	Overexpression	TK
SBS8	Composite biomarker	NA	Mutational signature	DDR
MEN1	Loss-of-function	Somatic	SNV/indel	OTH
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
TET2	Loss-of-function	Somatic	SNV/indel	OTH
BRD7	NA	Somatic	SNV/indel	NA
POLE	Loss-of-function	Somatic	SNV/indel	DDR
TMB	Composite biomarker	NA	Positive	IE
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
PIK3R1	Loss-of-function	Somatic	SNV/indel	PAM
PIK3R1	Loss-of-function	Somatic	Deletion	PAM
ATM	Loss-of-function	Germline	SNV/indel	DDR
ATM	Loss-of-function	Germline	NA	DDR
CHEK2	Loss-of-function	Germline	NA	DDR
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
FYN	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
DDIT3	Gain-of-function	Somatic	Fusion	OTH
FUS	Gain-of-function	Somatic	Fusion	OTH
CDK4	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Overexpression	CC
RICTOR	Gain-of-function	Somatic	Gain	PAM
RICTOR	Gain-of-function	Somatic	Overexpression	PAM
AR	Gain-of-function	Somatic	Overexpression	DEV
AR	Gain-of-function	Somatic	Gain	DEV
MDM2	Gain-of-function	Somatic	Gain	CC
MDM2	Gain-of-function	Somatic	Overexpression	CC
ATM	Loss-of-function	Somatic	Deletion	DDR
ATM	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
FANCD2	Loss-of-function	Somatic	Underexpression	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Underexpression	DDR
RAD51	Loss-of-function	Somatic	Underexpression	DDR
RAD51AP1	Loss-of-function	Somatic	Underexpression	DDR
RAD54L	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
CD274	Gain-of-function	Somatic	Gain	IE
CD274	Gain-of-function	Somatic	Underexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Gain	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
PDGFRA	Gain-of-function	Somatic	Overexpression	TK
PDGFRA	Gain-of-function	Somatic	Gain	TK
PDGFRB	Gain-of-function	Somatic	Overexpression	TK
PDGFRB	Gain-of-function	Somatic	Gain	TK
NA	NA	NA	NA	NA
EZH2	Gain-of-function	Somatic	Overexpression	OTH
HOXD11	Gain-of-function	Somatic	Overexpression	NA
HOXD13	Gain-of-function	Somatic	Overexpression	NA
ALK	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
CCND1	Gain-of-function	Somatic	Overexpression	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD51B	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
NTRK1	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Gain	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTPN11	Loss-of-function	Somatic	SNV/indel	TK
PTPRB	Loss-of-function	Somatic	SNV/indel	NA
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
NA	NA	NA	NA	NA
CLDN18	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN1C	Loss-of-function	Somatic	SNV/indel	OTH
ERBB3	Gain-of-function	Somatic	Gain	TK
MDM2	Gain-of-function	Somatic	Gain	CC
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
EWSR1	Gain-of-function	Somatic	Fusion	OTH
NR4A3	NA	Somatic	Fusion	OTH
NA	NA	NA	NA	NA
ERCC3	Loss-of-function	Germline	NA	DDR
NF2	Loss-of-function	Somatic	SNV/indel	PAM
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD54L	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
LATS2	Loss-of-function	Somatic	Deletion	NA
NF2	Loss-of-function	Somatic	SNV/indel	PAM
ERBB4	Gain-of-function	Somatic	Overexpression	TK
NUTM1	Gain-of-function	Somatic	Overexpression	OTH
NUTM1	Gain-of-function	Somatic	Overexpression	OTH
NUTM1	Gain-of-function	Somatic	Overexpression	OTH
NA	NA	NA	NA	NA
EGFR	Gain-of-function	Somatic	Overexpression	TK
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
HGF	Gain-of-function	Somatic	Overexpression	TK
MET	Gain-of-function	Somatic	Overexpression	TK
MSH6	Loss-of-function	Somatic	SNV/indel	DDR
RET	Gain-of-function	Somatic	Overexpression	TK
NF1	Loss-of-function	Somatic	SNV/indel	RME
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
EGFR	Gain-of-function	Somatic	SNV/indel	TK
EGFR	Gain-of-function	Somatic	Overexpression	TK
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
NA	NA	NA	NA	NA
FGF3	Gain-of-function	Somatic	Gain	TK
FGF3	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
FGFR1	Gain-of-function	Somatic	Overexpression	TK
PIK3CG	Gain-of-function	Somatic	SNV/indel	NA
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
PFKFB4	Gain-of-function	Somatic	Fusion	NA
RAF1	Gain-of-function	Somatic	Fusion	RME
TMB	Composite biomarker	Somatic	Positive	IE
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
PFKFB4	Gain-of-function	Somatic	Fusion	NA
PTPN11	Loss-of-function	Somatic	SNV/indel	TK
RAF1	Gain-of-function	Somatic	Fusion	RME
PFKFB4	Gain-of-function	Somatic	Fusion	NA
RAF1	Gain-of-function	Somatic	Fusion	RME
ALK	Gain-of-function	Somatic	Fusion	TK
SQSTM1	Gain-of-function	Somatic	Fusion	NA
TMB	Composite biomarker	NA	Positive	IE
Virus	Composite biomarker	NA	VIRUS	NA
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Underexpression	PAM
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
KIT	Gain-of-function	Somatic	Overexpression	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
FGF1	Gain-of-function	Somatic	Overexpression	TK
FGF2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
TP53	Loss-of-function	Germline	NA	CC
IDH2	Gain-of-function	Somatic	SNV/indel	OTH
DDR2	Gain-of-function	Somatic	Gain	TK
DDR2	Gain-of-function	Somatic	Overexpression	TK
EPHA3	Gain-of-function	Somatic	Overexpression	TK
KIT	Gain-of-function	Somatic	SNV/indel	TK
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Somatic	Underexpression	DDR
FANCC	Loss-of-function	Somatic	Underexpression	DDR
FANCC	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Underexpression	DDR
RAD54L	Loss-of-function	Somatic	Deletion	DDR
RAD54L	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
MAPK3	Gain-of-function	Somatic	Overexpression	RME
NF1	Loss-of-function	Somatic	SNV/indel	RME
NA	NA	NA	NA	NA
NF1	Loss-of-function	Somatic	Deletion	RME
NF1	Loss-of-function	Somatic	Underexpression	RME
NF1	Loss-of-function	Somatic	Deletion	RME
NF1	Loss-of-function	Somatic	Underexpression	RME
HRD	Composite biomarker	Somatic	Positive	DDR
NF1	Loss-of-function	Somatic	Deletion	RME
NF1	Loss-of-function	Somatic	Underexpression	RME
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
EXT2	Loss-of-function	Germline	NA	OTH
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
MET	Gain-of-function	Somatic	Overexpression	TK
RHEB	Gain-of-function	Somatic	Gain	PAM
RHEB	Gain-of-function	Somatic	Overexpression	PAM
RICTOR	Gain-of-function	Somatic	SNV/indel	PAM
RICTOR	Gain-of-function	Somatic	Gain	PAM
FOXL2	Gain-of-function	Somatic	SNV/indel	DEV
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
CSF1R	Gain-of-function	Somatic	Gain	TK
FGFR4	Gain-of-function	Somatic	Gain	TK
PDGFRB	Gain-of-function	Somatic	Gain	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
FGFR1	Gain-of-function	Somatic	SNV/indel	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
GNAS	Gain-of-function	Somatic	SNV/indel	RME
NA	NA	NA	NA	NA
BRAF	Gain-of-function	Somatic	SNV/indel	RME
DOCK6	Loss-of-function	Somatic	Fusion	NA
DOCK6	Loss-of-function	Somatic	Underexpression	NA
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SMARCA4	Loss-of-function	Somatic	Underexpression	DEV
SMARCA4	Loss-of-function	Somatic	Fusion	DEV
GRM1	Gain-of-function	Somatic	Overexpression	OTH
DOCK6	Loss-of-function	Somatic	Fusion	NA
DOCK6	Loss-of-function	Somatic	Underexpression	NA
SMARCA4	Loss-of-function	Somatic	Underexpression	DEV
SMARCA4	Loss-of-function	Somatic	Fusion	DEV
PTPN12	Loss-of-function	Somatic	Underexpression	TK
PTPN12	Loss-of-function	Somatic	Deletion	TK
PTPRJ	Loss-of-function	Somatic	Underexpression	TK
PTPRJ	Loss-of-function	Somatic	Deletion	TK
